k_s_per_km,P_k_mean_km_per_s,P_k_std,P_k_err
0.000000e+00,3.046632e+00,3.748821e+01,3.748821e-01
2.513274e-03,2.048371e+00,6.269238e+00,6.269238e-02
5.026548e-03,1.735860e+00,3.419149e+00,3.419149e-02
7.539822e-03,1.505297e+00,2.733364e+00,2.733364e-02
1.005310e-02,1.316564e+00,2.310380e+00,2.310380e-02
1.256637e-02,1.199273e+00,2.013948e+00,2.013948e-02
1.507964e-02,1.034191e+00,1.688341e+00,1.688341e-02
1.759292e-02,9.097597e-01,1.449643e+00,1.449643e-02
2.010619e-02,8.053716e-01,1.256251e+00,1.256251e-02
2.261947e-02,6.911092e-01,1.034426e+00,1.034426e-02
2.513274e-02,6.162940e-01,9.178253e-01,9.178253e-03
2.764602e-02,5.462045e-01,8.059559e-01,8.059559e-03
3.015929e-02,4.805054e-01,6.967745e-01,6.967745e-03
3.267256e-02,4.209674e-01,6.019970e-01,6.019970e-03
3.518584e-02,3.736512e-01,5.348745e-01,5.348745e-03
3.769911e-02,3.294184e-01,4.656445e-01,4.656445e-03
4.021239e-02,2.882192e-01,4.044914e-01,4.044914e-03
4.272566e-02,2.580992e-01,3.602200e-01,3.602200e-03
4.523893e-02,2.297266e-01,3.187719e-01,3.187719e-03
4.775221e-02,2.005733e-01,2.692982e-01,2.692982e-03
5.026548e-02,1.782851e-01,2.377136e-01,2.377136e-03
5.277876e-02,1.583764e-01,2.159887e-01,2.159887e-03
5.529203e-02,1.446684e-01,2.016905e-01,2.016905e-03
5.780530e-02,1.278115e-01,1.744391e-01,1.744391e-03
6.031858e-02,1.142946e-01,1.541464e-01,1.541464e-03
6.283185e-02,1.007595e-01,1.356770e-01,1.356770e-03
6.534513e-02,9.200720e-02,1.258039e-01,1.258039e-03
6.785840e-02,8.354663e-02,1.148018e-01,1.148018e-03
7.037168e-02,7.425169e-02,1.011430e-01,1.011430e-03
7.288495e-02,6.626608e-02,8.830400e-02,8.830400e-04
7.539822e-02,5.989326e-02,8.086501e-02,8.086501e-04
7.791150e-02,5.291475e-02,7.057280e-02,7.057280e-04
8.042477e-02,4.726543e-02,6.263844e-02,6.263844e-04
8.293805e-02,4.223504e-02,5.668431e-02,5.668431e-04
8.545132e-02,3.816518e-02,5.138203e-02,5.138203e-04
8.796459e-02,3.407910e-02,4.396564e-02,4.396564e-04
9.047787e-02,3.064673e-02,4.119793e-02,4.119793e-04
