k_s_per_km,P_k_mean_km_per_s,P_k_std,P_k_err,P_k_rescaled,P_k_rescaled_std,P_k_rescaled_err
0.000000e+00,5.633460e+01,1.217501e+02,1.217501e+00,2.127525e+01,6.061598e+01,6.061598e-01
2.253923e-03,6.069729e+01,5.997744e+01,5.997744e-01,2.418033e+01,2.660743e+01,2.660743e-01
4.507846e-03,5.477010e+01,5.261233e+01,5.261233e-01,2.148756e+01,2.143760e+01,2.143760e-01
6.761769e-03,4.384471e+01,4.364652e+01,4.364652e-01,1.726290e+01,1.747366e+01,1.747366e-01
9.015691e-03,3.825850e+01,3.686096e+01,3.686096e-01,1.550204e+01,1.523456e+01,1.523456e-01
1.126961e-02,3.301947e+01,3.126416e+01,3.126416e-01,1.368748e+01,1.362604e+01,1.362604e-01
1.352354e-02,3.051593e+01,2.995863e+01,2.995863e-01,1.274588e+01,1.291681e+01,1.291681e-01
1.577746e-02,2.682599e+01,2.640276e+01,2.640276e-01,1.124362e+01,1.122800e+01,1.122800e-01
1.803138e-02,2.460025e+01,2.418808e+01,2.418808e-01,1.040115e+01,1.035882e+01,1.035882e-01
2.028531e-02,2.149255e+01,2.079559e+01,2.079559e-01,9.237469e+00,9.102455e+00,9.102455e-02
2.253923e-02,1.909166e+01,1.895038e+01,1.895038e-01,8.288353e+00,8.358343e+00,8.358343e-02
2.479315e-02,1.795238e+01,1.741970e+01,1.741970e-01,7.794902e+00,7.682500e+00,7.682500e-02
2.704707e-02,1.583740e+01,1.595077e+01,1.595077e-01,6.949033e+00,7.190391e+00,7.190391e-02
2.930100e-02,1.444343e+01,1.465781e+01,1.465781e-01,6.352619e+00,6.491865e+00,6.491865e-02
3.155492e-02,1.328918e+01,1.302854e+01,1.302854e-01,5.863214e+00,5.825773e+00,5.825773e-02
3.380884e-02,1.206534e+01,1.213060e+01,1.213060e-01,5.333821e+00,5.358245e+00,5.358245e-02
3.606277e-02,1.101147e+01,1.126816e+01,1.126816e-01,4.867381e+00,4.987429e+00,4.987429e-02
3.831669e-02,9.944523e+00,1.003993e+01,1.003993e-01,4.433524e+00,4.469554e+00,4.469554e-02
4.057061e-02,9.110318e+00,9.203536e+00,9.203536e-02,4.011787e+00,4.109434e+00,4.109434e-02
4.282453e-02,8.299982e+00,8.270141e+00,8.270141e-02,3.715728e+00,3.741101e+00,3.741101e-02
4.507846e-02,7.632698e+00,7.685871e+00,7.685871e-02,3.418483e+00,3.477600e+00,3.477600e-02
4.733238e-02,6.872898e+00,6.966648e+00,6.966648e-02,3.030774e+00,3.066724e+00,3.066724e-02
4.958630e-02,6.141397e+00,6.152382e+00,6.152382e-02,2.759898e+00,2.729714e+00,2.729714e-02
5.184023e-02,5.599019e+00,5.705487e+00,5.705487e-02,2.537642e+00,2.647121e+00,2.647121e-02
5.409415e-02,5.082872e+00,5.147217e+00,5.147217e-02,2.286516e+00,2.295795e+00,2.295795e-02
5.634807e-02,4.696797e+00,4.759672e+00,4.759672e-02,2.150456e+00,2.180329e+00,2.180329e-02
5.860199e-02,4.238885e+00,4.292137e+00,4.292137e-02,1.890407e+00,1.905096e+00,1.905096e-02
