statistic,value
mean_flux,0.9601009183531153
median_flux,0.9971213936805725
std_flux,0.12436753223898311
min_flux,2.9382650407717056e-39
max_flux,1.0
mean_tau,825.6070082475813
median_tau,0.002882773522287607
effective_tau,0.040716876760825305
deep_absorption_frac,0.005979876833104426
moderate_absorption_frac,0.014401178503389305
weak_absorption_frac,0.9796189446635063
tau_eff_err,0.00262324205515943
tau_eff_std,0.262324205515943
mean_flux_err,0.0004305720304942312
mean_flux_std,0.04305720304942312
n_sightlines,10000.0
tau_eff_obs_target,
mean_flux_target,
tau_scale_factor,
tau_eff_H_total,11.302834875582299
hi_fraction_eff,0.003602359657746231
