k_s_per_km,P_k_mean_km_per_s,P_k_std,P_k_err,P_k_rescaled,P_k_rescaled_std,P_k_rescaled_err
0.000000e+00,3.213623e+02,4.869112e+02,4.869112e+00,4.548835e+01,7.420329e+01,7.420329e-01
3.433942e-03,3.361971e+02,4.233713e+02,4.233713e+00,5.422263e+01,5.226122e+01,5.226122e-01
6.867883e-03,2.937499e+02,3.683033e+02,3.683033e+00,4.464355e+01,4.242468e+01,4.242468e-01
1.030183e-02,2.301901e+02,2.832095e+02,2.832095e+00,3.338137e+01,3.270284e+01,3.270284e-01
1.373577e-02,1.943566e+02,2.303558e+02,2.303558e+00,2.811597e+01,2.679003e+01,2.679003e-01
1.716971e-02,1.585312e+02,1.845219e+02,1.845219e+00,2.335604e+01,2.228556e+01,2.228556e-01
2.060365e-02,1.410666e+02,1.600915e+02,1.600915e+00,2.103936e+01,2.069230e+01,2.069230e-01
2.403759e-02,1.191187e+02,1.361305e+02,1.361305e+00,1.784132e+01,1.762680e+01,1.762680e-01
2.747153e-02,1.053928e+02,1.194110e+02,1.194110e+00,1.611980e+01,1.605916e+01,1.605916e-01
3.090548e-02,9.198099e+01,1.050048e+02,1.050048e+00,1.368036e+01,1.326376e+01,1.326376e-01
3.433942e-02,7.716117e+01,8.610908e+01,8.610908e-01,1.165480e+01,1.158131e+01,1.158131e-01
3.777336e-02,6.837157e+01,7.640849e+01,7.640849e-01,1.064132e+01,1.034874e+01,1.034874e-01
4.120730e-02,6.007573e+01,6.712333e+01,6.712333e-01,9.247805e+00,9.242860e+00,9.242860e-02
4.464124e-02,5.190853e+01,6.009165e+01,6.009165e-01,8.077485e+00,8.254216e+00,8.254216e-02
4.807518e-02,4.537117e+01,5.183067e+01,5.183067e-01,7.048219e+00,7.040887e+00,7.040887e-02
5.150913e-02,3.926510e+01,4.465455e+01,4.465455e-01,6.146919e+00,6.271652e+00,6.271652e-02
5.494307e-02,3.390018e+01,3.933078e+01,3.933078e-01,5.428414e+00,5.593831e+00,5.593831e-02
5.837701e-02,2.917744e+01,3.368288e+01,3.368288e-01,4.680751e+00,4.716619e+00,4.716619e-02
6.181095e-02,2.645664e+01,2.989372e+01,2.989372e-01,4.135619e+00,4.157183e+00,4.157183e-02
6.524489e-02,2.304873e+01,2.677822e+01,2.677822e-01,3.572201e+00,3.557853e+00,3.557853e-02
6.867883e-02,1.995260e+01,2.218746e+01,2.218746e-01,3.135846e+00,3.137294e+00,3.137294e-02
7.211278e-02,1.781646e+01,2.026659e+01,2.026659e-01,2.703689e+00,2.742147e+00,2.742147e-02
7.554672e-02,1.499973e+01,1.701831e+01,1.701831e-01,2.265030e+00,2.310296e+00,2.310296e-02
7.898066e-02,1.326724e+01,1.551184e+01,1.551184e-01,1.947086e+00,1.986776e+00,1.986776e-02
8.241460e-02,1.173666e+01,1.388657e+01,1.388657e-01,1.733465e+00,1.750032e+00,1.750032e-02
8.584854e-02,9.934445e+00,1.143887e+01,1.143887e-01,1.477601e+00,1.465585e+00,1.465585e-02
8.928248e-02,8.904664e+00,1.058462e+01,1.058462e-01,1.297411e+00,1.302885e+00,1.302885e-02
9.271643e-02,7.740028e+00,9.032094e+00,9.032094e-02,1.117528e+00,1.152810e+00,1.152810e-02
9.615037e-02,6.681836e+00,7.845697e+00,7.845697e-02,9.315454e-01,9.540184e-01,9.540184e-03
9.958431e-02,5.879825e+00,6.830257e+00,6.830257e-02,8.085456e-01,8.205903e-01,8.205903e-03
1.030183e-01,5.126668e+00,5.779516e+00,5.779516e-02,6.988750e-01,7.042233e-01,7.042233e-03
1.064522e-01,4.411884e+00,5.072473e+00,5.072473e-02,6.104963e-01,6.134425e-01,6.134425e-03
1.098861e-01,3.948465e+00,4.523138e+00,4.523138e-02,5.272349e-01,5.310999e-01,5.310999e-03
1.133201e-01,3.435523e+00,3.960834e+00,3.960834e-02,4.604017e-01,4.674878e-01,4.674878e-03
1.167540e-01,3.055195e+00,3.491602e+00,3.491602e-02,3.995415e-01,4.023594e-01,4.023594e-03
1.201880e-01,2.678930e+00,3.103484e+00,3.103484e-02,3.433832e-01,3.480177e-01,3.480177e-03
1.236219e-01,2.427749e+00,2.793872e+00,2.793872e-02,3.001906e-01,3.045005e-01,3.045005e-03
1.270558e-01,2.134180e+00,2.445774e+00,2.445774e-02,2.575615e-01,2.586375e-01,2.586375e-03
1.304898e-01,1.957355e+00,2.274846e+00,2.274846e-02,2.263711e-01,2.255340e-01,2.255340e-03
1.339237e-01,1.712165e+00,2.007644e+00,2.007644e-02,2.004268e-01,2.047064e-01,2.047064e-03
1.373577e-01,1.539972e+00,1.802562e+00,1.802562e-02,1.740624e-01,1.765841e-01,1.765841e-03
1.407916e-01,1.339560e+00,1.535378e+00,1.535378e-02,1.558709e-01,1.583041e-01,1.583041e-03
1.442256e-01,1.230356e+00,1.446813e+00,1.446813e-02,1.375834e-01,1.429022e-01,1.429022e-03
1.476595e-01,1.096012e+00,1.274816e+00,1.274816e-02,1.228759e-01,1.253227e-01,1.253227e-03
1.510934e-01,9.959816e-01,1.131254e+00,1.131254e-02,1.092554e-01,1.122525e-01,1.122525e-03
1.545274e-01,8.788128e-01,1.037163e+00,1.037163e-02,9.619091e-02,1.009341e-01,1.009341e-03
1.579613e-01,7.866315e-01,9.250471e-01,9.250471e-03,8.676695e-02,8.903855e-02,8.903855e-04
1.613953e-01,7.097612e-01,8.171756e-01,8.171756e-03,7.682513e-02,7.770269e-02,7.770269e-04
1.648292e-01,6.360477e-01,7.314455e-01,7.314455e-03,6.861913e-02,7.238156e-02,7.238156e-04
1.682631e-01,5.895153e-01,6.837340e-01,6.837340e-03,5.982430e-02,6.086883e-02,6.086883e-04
1.716971e-01,5.277877e-01,6.140336e-01,6.140336e-03,5.468128e-02,5.694550e-02,5.694550e-04
1.751310e-01,4.666444e-01,5.585691e-01,5.585691e-03,4.773790e-02,4.921947e-02,4.921947e-04
1.785650e-01,4.258867e-01,4.898034e-01,4.898034e-03,4.387386e-02,4.556457e-02,4.556457e-04
1.819989e-01,3.852274e-01,4.546466e-01,4.546466e-03,3.878976e-02,4.022114e-02,4.022114e-04
1.854329e-01,3.547533e-01,4.162375e-01,4.162375e-03,3.417696e-02,3.614433e-02,3.614433e-04
1.888668e-01,3.131914e-01,3.642035e-01,3.642035e-03,3.102822e-02,3.241870e-02,3.241870e-04
1.923007e-01,2.893927e-01,3.426000e-01,3.426000e-03,2.710732e-02,2.782854e-02,2.782854e-04
1.957347e-01,2.581420e-01,3.027421e-01,3.027421e-03,2.448875e-02,2.530766e-02,2.530766e-04
1.991686e-01,2.355851e-01,2.778088e-01,2.778088e-03,2.191034e-02,2.274206e-02,2.274206e-04
2.026026e-01,2.172429e-01,2.531589e-01,2.531589e-03,1.995805e-02,2.096396e-02,2.096396e-04
2.060365e-01,1.934178e-01,2.276725e-01,2.276725e-03,1.752027e-02,1.801078e-02,1.801078e-04
2.094704e-01,1.770841e-01,2.134238e-01,2.134238e-03,1.574142e-02,1.643999e-02,1.643999e-04
2.129044e-01,1.565244e-01,1.838913e-01,1.838913e-03,1.444269e-02,1.520659e-02,1.520659e-04
2.163383e-01,1.434008e-01,1.659675e-01,1.659675e-03,1.265533e-02,1.333536e-02,1.333536e-04
2.197723e-01,1.329132e-01,1.561907e-01,1.561907e-03,1.126770e-02,1.195160e-02,1.195160e-04
2.232062e-01,1.221131e-01,1.433699e-01,1.433699e-03,1.015596e-02,1.073347e-02,1.073347e-04
2.266402e-01,1.113907e-01,1.346604e-01,1.346604e-03,9.001174e-03,9.587842e-03,9.587842e-05
2.300741e-01,1.024386e-01,1.182748e-01,1.182748e-03,8.201344e-03,8.912608e-03,8.912608e-05
2.335080e-01,9.213574e-02,1.100129e-01,1.100129e-03,7.377860e-03,8.016996e-03,8.016996e-05
2.369420e-01,8.628869e-02,1.036523e-01,1.036523e-03,6.620600e-03,7.047221e-03,7.047221e-05
2.403759e-01,7.991981e-02,9.701063e-02,9.701063e-04,5.850770e-03,6.316112e-03,6.316112e-05
2.438099e-01,7.289482e-02,8.882947e-02,8.882947e-04,5.271068e-03,5.724129e-03,5.724129e-05
