ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,1.156457e+05,5.136940e+04
HI 1215Å,110211,1.102110e+02,3.273766e-01,3.087366e+03,1.451174e+00
