# n_pixels = 249990000
# n_pixels_in_grid = 232109890
# n_bins = 60
# grid = fixed, log10(tau) in [-3, 2]
# frac_tau_zero = 0.000000e+00
# frac_tau_underflow = 7.104755e-02
# frac_tau_overflow = 4.757550e-04
# density: normalised over the in-grid pixels only
# density_err: Poisson, sqrt(count) / (n_pixels_in_grid * bin_width)
#
log_tau_bin_center,log_tau_bin_low,log_tau_bin_high,density,density_err,count
-2.958333e+00,-3.000000e+00,-2.916667e+00,3.812722e-01,1.403982e-04,7374755
-2.875000e+00,-2.916667e+00,-2.833333e+00,4.640261e-01,1.548870e-04,8975420
-2.791667e+00,-2.833333e+00,-2.750000e+00,5.380599e-01,1.667858e-04,10407418
-2.708333e+00,-2.750000e+00,-2.666667e+00,5.945581e-01,1.753238e-04,11500234
-2.625000e+00,-2.666667e+00,-2.583333e+00,6.323019e-01,1.808032e-04,12230294
-2.541667e+00,-2.583333e+00,-2.500000e+00,6.564930e-01,1.842294e-04,12698209
-2.458333e+00,-2.500000e+00,-2.416667e+00,6.643184e-01,1.853241e-04,12849572
-2.375000e+00,-2.416667e+00,-2.333333e+00,6.596788e-01,1.846758e-04,12759832
-2.291667e+00,-2.333333e+00,-2.250000e+00,6.420854e-01,1.821966e-04,12419531
-2.208333e+00,-2.250000e+00,-2.166667e+00,6.180933e-01,1.787602e-04,11955464
-2.125000e+00,-2.166667e+00,-2.083333e+00,5.846073e-01,1.738505e-04,11307761
-2.041667e+00,-2.083333e+00,-2.000000e+00,5.500389e-01,1.686322e-04,10639123
-1.958333e+00,-2.000000e+00,-1.916667e+00,5.104247e-01,1.624462e-04,9872885
-1.875000e+00,-1.916667e+00,-1.833333e+00,4.667667e-01,1.553437e-04,9028431
-1.791667e+00,-1.833333e+00,-1.750000e+00,4.251372e-01,1.482547e-04,8223212
-1.708333e+00,-1.750000e+00,-1.666667e+00,3.857170e-01,1.412141e-04,7460728
-1.625000e+00,-1.666667e+00,-1.583333e+00,3.476230e-01,1.340596e-04,6723894
-1.541667e+00,-1.583333e+00,-1.500000e+00,3.119787e-01,1.270007e-04,6034445
-1.458333e+00,-1.500000e+00,-1.416667e+00,2.795965e-01,1.202291e-04,5408093
-1.375000e+00,-1.416667e+00,-1.333333e+00,2.510631e-01,1.139293e-04,4856186
-1.291667e+00,-1.333333e+00,-1.250000e+00,2.250916e-01,1.078757e-04,4353832
-1.208333e+00,-1.250000e+00,-1.166667e+00,1.997302e-01,1.016168e-04,3863279
-1.125000e+00,-1.166667e+00,-1.083333e+00,1.766371e-01,9.556189e-05,3416601
-1.041667e+00,-1.083333e+00,-1.000000e+00,1.566606e-01,8.999610e-05,3030206
-9.583333e-01,-1.000000e+00,-9.166667e-01,1.405135e-01,8.523203e-05,2717881
-8.750000e-01,-9.166667e-01,-8.333333e-01,1.250980e-01,8.042091e-05,2419707
-7.916667e-01,-8.333333e-01,-7.500000e-01,1.128668e-01,7.638831e-05,2183125
-7.083333e-01,-7.500000e-01,-6.666667e-01,1.028943e-01,7.293560e-05,1990233
-6.250000e-01,-6.666667e-01,-5.833333e-01,9.421274e-02,6.979087e-05,1822309
