k_s_per_km,P_k_mean_km_per_s,P_k_std,P_k_err
0.000000e+00,1.813884e+01,1.003547e+02,1.003547e+00
2.673387e-03,1.407034e+01,1.901253e+01,1.901253e-01
5.346774e-03,1.230163e+01,1.396917e+01,1.396917e-01
8.020162e-03,9.431373e+00,1.095797e+01,1.095797e-01
1.069355e-02,7.968389e+00,8.876529e+00,8.876529e-02
1.336694e-02,6.599290e+00,7.342107e+00,7.342107e-02
1.604032e-02,5.647036e+00,6.043834e+00,6.043834e-02
1.871371e-02,4.969403e+00,5.482901e+00,5.482901e-02
2.138710e-02,4.260471e+00,4.680452e+00,4.680452e-02
2.406048e-02,3.549200e+00,4.028079e+00,4.028079e-02
2.673387e-02,3.057258e+00,3.351230e+00,3.351230e-02
2.940726e-02,2.626277e+00,2.848344e+00,2.848344e-02
3.208065e-02,2.292038e+00,2.547753e+00,2.547753e-02
3.475403e-02,1.997798e+00,2.174244e+00,2.174244e-02
3.742742e-02,1.759819e+00,1.932454e+00,1.932454e-02
4.010081e-02,1.544924e+00,1.654218e+00,1.654218e-02
4.277419e-02,1.321522e+00,1.464114e+00,1.464114e-02
4.544758e-02,1.225997e+00,1.370642e+00,1.370642e-02
4.812097e-02,1.061085e+00,1.178230e+00,1.178230e-02
5.079436e-02,9.442258e-01,1.018555e+00,1.018555e-02
5.346774e-02,8.405797e-01,9.111154e-01,9.111154e-03
5.614113e-02,7.233451e-01,8.174644e-01,8.174644e-03
5.881452e-02,6.417304e-01,6.935988e-01,6.935988e-03
6.148791e-02,5.789678e-01,6.300752e-01,6.300752e-03
6.416129e-02,5.110711e-01,5.576611e-01,5.576611e-03
6.683468e-02,4.607550e-01,5.194222e-01,5.194222e-03
6.950807e-02,4.042081e-01,4.392847e-01,4.392847e-03
7.218145e-02,3.528226e-01,3.790520e-01,3.790520e-03
7.485484e-02,3.187370e-01,3.467246e-01,3.467246e-03
7.752823e-02,2.791766e-01,3.056121e-01,3.056121e-03
8.020162e-02,2.504819e-01,2.747133e-01,2.747133e-03
8.287500e-02,2.229910e-01,2.399489e-01,2.399489e-03
8.554839e-02,2.013758e-01,2.217140e-01,2.217140e-03
8.822178e-02,1.794484e-01,1.962047e-01,1.962047e-03
9.089516e-02,1.575670e-01,1.769013e-01,1.769013e-03
9.356855e-02,1.393063e-01,1.508785e-01,1.508785e-03
9.624194e-02,1.263228e-01,1.391943e-01,1.391943e-03
9.891533e-02,1.122351e-01,1.221408e-01,1.221408e-03
1.015887e-01,1.021697e-01,1.134942e-01,1.134942e-03
1.042621e-01,9.065586e-02,9.858701e-02,9.858701e-04
1.069355e-01,8.020401e-02,8.730355e-02,8.730355e-04
1.096089e-01,6.992528e-02,7.618517e-02,7.618517e-04
1.122823e-01,6.300214e-02,6.879161e-02,6.879161e-04
1.149556e-01,5.751127e-02,6.274022e-02,6.274022e-04
1.176290e-01,5.035752e-02,5.443810e-02,5.443810e-04
1.203024e-01,4.549806e-02,5.027005e-02,5.027005e-04
1.229758e-01,4.034053e-02,4.476637e-02,4.476637e-04
1.256492e-01,3.603579e-02,4.008760e-02,4.008760e-04
1.283226e-01,3.227654e-02,3.550022e-02,3.550022e-04
1.309960e-01,2.827014e-02,3.116595e-02,3.116595e-04
1.336694e-01,2.554221e-02,2.854587e-02,2.854587e-04
1.363427e-01,2.310681e-02,2.523586e-02,2.523586e-04
1.390161e-01,2.059595e-02,2.253566e-02,2.253566e-04
