# n_pixels = 235020000
# n_pixels_in_grid = 234161876
# n_bins = 60
# grid = fixed, log10(tau) in [-3, 2]
# frac_tau_zero = 0.000000e+00
# frac_tau_underflow = 7.983789e-04
# frac_tau_overflow = 2.852902e-03
# density: normalised over the in-grid pixels only
# density_err: Poisson, sqrt(count) / (n_pixels_in_grid * bin_width)
#
log_tau_bin_center,log_tau_bin_low,log_tau_bin_high,density,density_err,count
-2.958333e+00,-3.000000e+00,-2.916667e+00,1.050714e-02,2.320464e-05,205031
-2.875000e+00,-2.916667e+00,-2.833333e+00,2.092209e-02,3.274425e-05,408263
-2.791667e+00,-2.833333e+00,-2.750000e+00,3.814597e-02,4.421370e-05,744361
-2.708333e+00,-2.750000e+00,-2.666667e+00,6.716149e-02,5.866684e-05,1310555
-2.625000e+00,-2.666667e+00,-2.583333e+00,1.068303e-01,7.399115e-05,2084632
-2.541667e+00,-2.583333e+00,-2.500000e+00,1.608013e-01,9.077732e-05,3137795
-2.458333e+00,-2.500000e+00,-2.416667e+00,2.231447e-01,1.069365e-04,4354331
-2.375000e+00,-2.416667e+00,-2.333333e+00,2.934322e-01,1.226271e-04,5725886
-2.291667e+00,-2.333333e+00,-2.250000e+00,3.665933e-01,1.370644e-04,7153515
-2.208333e+00,-2.250000e+00,-2.166667e+00,4.366002e-01,1.495803e-04,8519593
-2.125000e+00,-2.166667e+00,-2.083333e+00,4.942878e-01,1.591558e-04,9645279
-2.041667e+00,-2.083333e+00,-2.000000e+00,5.381052e-01,1.660604e-04,10500310
-1.958333e+00,-2.000000e+00,-1.916667e+00,5.675298e-01,1.705402e-04,11074487
-1.875000e+00,-1.916667e+00,-1.833333e+00,5.795871e-01,1.723423e-04,11309767
-1.791667e+00,-1.833333e+00,-1.750000e+00,5.783563e-01,1.721592e-04,11285749
-1.708333e+00,-1.750000e+00,-1.666667e+00,5.642764e-01,1.700507e-04,11011001
-1.625000e+00,-1.666667e+00,-1.583333e+00,5.370993e-01,1.659051e-04,10480682
-1.541667e+00,-1.583333e+00,-1.500000e+00,5.049894e-01,1.608695e-04,9854105
-1.458333e+00,-1.500000e+00,-1.416667e+00,4.690210e-01,1.550346e-04,9152236
-1.375000e+00,-1.416667e+00,-1.333333e+00,4.343906e-01,1.492013e-04,8476476
-1.291667e+00,-1.333333e+00,-1.250000e+00,4.018175e-01,1.434984e-04,7840861
-1.208333e+00,-1.250000e+00,-1.166667e+00,3.717682e-01,1.380285e-04,7254495
-1.125000e+00,-1.166667e+00,-1.083333e+00,3.429667e-01,1.325740e-04,6692477
-1.041667e+00,-1.083333e+00,-1.000000e+00,3.167962e-01,1.274156e-04,6181800
-9.583333e-01,-1.000000e+00,-9.166667e-01,2.940522e-01,1.227566e-04,5737984
-8.750000e-01,-9.166667e-01,-8.333333e-01,2.733192e-01,1.183498e-04,5333412
-7.916667e-01,-8.333333e-01,-7.500000e-01,2.580627e-01,1.149993e-04,5035703
-7.083333e-01,-7.500000e-01,-6.666667e-01,2.438807e-01,1.117947e-04,4758963
-6.250000e-01,-6.666667e-01,-5.833333e-01,2.310774e-01,1.088206e-04,4509127
-5.416667e-01,-5.833333e-01,-5.000000e-01,2.219529e-01,1.066505e-04,4331076
-4.583333e-01,-5.000000e-01,-4.166667e-01,2.112208e-01,1.040401e-04,4121655
-3.750000e-01,-4.166667e-01,-3.333333e-01,2.007184e-01,1.014206e-04,3916717
-2.916667e-01,-3.333333e-01,-2.500000e-01,1.884106e-01,9.826190e-05,3676548
-2.083333e-01,-2.500000e-01,-1.666667e-01,1.769063e-01,9.521475e-05,3452060
-1.250000e-01,-1.666667e-01,-8.333333e-02,1.645747e-01,9.183624e-05,3211427
-4.166667e-02,-8.333333e-02,0.000000e+00,1.511943e-01,8.802383e-05,2950329
4.166667e-02,0.000000e+00,8.333333e-02,1.380810e-01,8.412006e-05,2694443
1.250000e-01,8.333333e-02,1.666667e-01,1.243581e-01,7.983062e-05,2426660
2.083333e-01,1.666667e-01,2.500000e-01,1.085415e-01,7.458139e-05,2118024
2.916667e-01,2.500000e-01,3.333333e-01,9.469418e-02,6.966172e-05,1847814
3.750000e-01,3.333333e-01,4.166667e-01,8.227375e-02,6.493266e-05,1605448
4.583333e-01,4.166667e-01,5.000000e-01,6.972720e-02,5.977693e-05,1360621
5.416667e-01,5.000000e-01,5.833333e-01,5.848723e-02,5.474735e-05,1141290
6.250000e-01,5.833333e-01,6.666667e-01,5.004123e-02,5.064033e-05,976479
7.083333e-01,6.666667e-01,7.500000e-01,4.186196e-02,4.631720e-05,816873
7.916667e-01,7.500000e-01,8.333333e-01,3.517592e-02,4.245758e-05,686405
8.750000e-01,8.333333e-01,9.166667e-01,2.877112e-02,3.839821e-05,561425
9.583333e-01,9.166667e-01,1.000000e+00,2.388789e-02,3.498818e-05,466136
1.041667e+00,1.000000e+00,1.083333e+00,1.927615e-02,3.142988e-05,376145
1.125000e+00,1.083333e+00,1.166667e+00,1.609159e-02,2.871653e-05,314003
1.208333e+00,1.166667e+00,1.250000e+00,1.336906e-02,2.617477e-05,260877
1.291667e+00,1.250000e+00,1.333333e+00,1.094156e-02,2.367948e-05,213508
1.375000e+00,1.333333e+00,1.416667e+00,8.952832e-03,2.141967e-05,174701
1.458333e+00,1.416667e+00,1.500000e+00,7.622009e-03,1.976366e-05,148732
1.541667e+00,1.500000e+00,1.583333e+00,6.356218e-03,1.804812e-05,124032
1.625000e+00,1.583333e+00,1.666667e+00,5.445874e-03,1.670576e-05,106268
1.708333e+00,1.666667e+00,1.750000e+00,4.649809e-03,1.543654e-05,90734
1.791667e+00,1.750000e+00,1.833333e+00,4.038437e-03,1.438597e-05,78804
1.875000e+00,1.833333e+00,1.916667e+00,3.624928e-03,1.362957e-05,70735
1.958333e+00,1.916667e+00,2.000000e+00,3.230124e-03,1.286596e-05,63031
