k_s_per_km,P_k_mean_km_per_s,P_k_std,P_k_err,P_k_rescaled,P_k_rescaled_std,P_k_rescaled_err
0.000000e+00,9.851332e+01,1.946033e+02,1.946033e+00,4.556772e+01,1.143842e+02,1.143842e+00
2.136747e-03,9.800753e+01,9.544435e+01,9.544435e-01,4.895709e+01,5.002256e+01,5.002256e-01
4.273494e-03,8.944038e+01,8.841568e+01,8.841568e-01,4.393406e+01,4.262123e+01,4.262123e-01
6.410241e-03,7.110411e+01,7.070674e+01,7.070674e-01,3.506326e+01,3.446847e+01,3.446847e-01
8.546988e-03,6.150429e+01,5.967433e+01,5.967433e-01,3.069606e+01,2.962265e+01,2.962265e-01
1.068374e-02,5.308640e+01,5.145641e+01,5.145641e-01,2.678422e+01,2.615619e+01,2.615619e-01
1.282048e-02,4.799059e+01,4.731429e+01,4.731429e-01,2.461598e+01,2.451229e+01,2.451229e-01
1.495723e-02,4.169177e+01,4.110242e+01,4.110242e-01,2.138882e+01,2.102134e+01,2.102134e-01
1.709398e-02,3.833220e+01,3.870059e+01,3.870059e-01,2.014582e+01,2.017158e+01,2.017158e-01
1.923072e-02,3.283127e+01,3.216582e+01,3.216582e-01,1.711878e+01,1.681889e+01,1.681889e-01
2.136747e-02,2.927181e+01,2.962746e+01,2.962746e-01,1.540494e+01,1.527550e+01,1.527550e-01
2.350422e-02,2.683790e+01,2.641583e+01,2.641583e-01,1.421771e+01,1.411235e+01,1.411235e-01
2.564097e-02,2.334516e+01,2.351060e+01,2.351060e-01,1.248436e+01,1.255241e+01,1.255241e-01
2.777771e-02,2.139029e+01,2.152358e+01,2.152358e-01,1.153366e+01,1.146059e+01,1.146059e-01
2.991446e-02,1.932208e+01,1.900940e+01,1.900940e-01,1.045189e+01,1.015625e+01,1.015625e-01
3.205121e-02,1.788770e+01,1.809495e+01,1.809495e-01,9.701371e+00,9.747691e+00,9.747691e-02
3.418795e-02,1.601269e+01,1.664212e+01,1.664212e-01,8.780024e+00,9.072071e+00,9.072071e-02
3.632470e-02,1.437110e+01,1.474020e+01,1.474020e-01,7.917440e+00,8.046996e+00,8.046996e-02
3.846145e-02,1.308611e+01,1.339488e+01,1.339488e-01,7.033800e+00,7.090238e+00,7.090238e-02
4.059819e-02,1.201992e+01,1.247649e+01,1.247649e-01,6.526697e+00,6.702690e+00,6.702690e-02
4.273494e-02,1.090388e+01,1.112610e+01,1.112610e-01,6.011199e+00,5.998870e+00,5.998870e-02
4.487169e-02,9.971548e+00,1.026130e+01,1.026130e-01,5.450885e+00,5.507338e+00,5.507338e-02
4.700844e-02,8.859394e+00,9.355771e+00,9.355771e-02,4.920077e+00,5.033311e+00,5.033311e-02
4.914518e-02,8.147264e+00,8.299382e+00,8.299382e-02,4.530852e+00,4.543626e+00,4.543626e-02
5.128193e-02,7.179473e+00,7.452715e+00,7.452715e-02,4.050718e+00,4.128042e+00,4.128042e-02
5.341868e-02,6.582059e+00,6.776913e+00,6.776913e-02,3.741027e+00,3.837349e+00,3.837349e-02
5.555542e-02,5.953420e+00,6.126004e+00,6.126004e-02,3.364133e+00,3.375734e+00,3.375734e-02
5.769217e-02,5.456739e+00,5.567382e+00,5.567382e-02,3.076099e+00,3.054865e+00,3.054865e-02
5.982892e-02,4.876882e+00,4.997644e+00,4.997644e-02,2.812472e+00,2.880200e+00,2.880200e-02
6.196567e-02,4.460517e+00,4.657415e+00,4.657415e-02,2.533418e+00,2.601512e+00,2.601512e-02
6.410241e-02,4.087075e+00,4.296817e+00,4.296817e-02,2.349674e+00,2.411635e+00,2.411635e-02
6.623916e-02,3.743840e+00,3.871733e+00,3.871733e-02,2.200138e+00,2.253785e+00,2.253785e-02
6.837591e-02,3.312282e+00,3.520194e+00,3.520194e-02,1.924048e+00,1.998166e+00,1.998166e-02
7.051265e-02,3.036551e+00,3.199161e+00,3.199161e-02,1.765333e+00,1.812654e+00,1.812654e-02
7.264940e-02,2.751574e+00,2.971193e+00,2.971193e-02,1.630784e+00,1.705867e+00,1.705867e-02
7.478615e-02,2.550347e+00,2.674996e+00,2.674996e-02,1.501749e+00,1.583207e+00,1.583207e-02
7.692290e-02,2.316114e+00,2.413343e+00,2.413343e-02,1.392039e+00,1.433464e+00,1.433464e-02
7.905964e-02,2.134869e+00,2.247957e+00,2.247957e-02,1.257317e+00,1.288295e+00,1.288295e-02
8.119639e-02,1.905106e+00,2.031756e+00,2.031756e-02,1.110682e+00,1.135721e+00,1.135721e-02
8.333314e-02,1.739248e+00,1.801792e+00,1.801792e-02,1.029038e+00,1.069731e+00,1.069731e-02
8.546988e-02,1.603639e+00,1.711348e+00,1.711348e-02,9.463047e-01,9.899542e-01,9.899542e-03
8.760663e-02,1.455822e+00,1.533700e+00,1.533700e-02,8.562473e-01,8.768781e-01,8.768781e-03
8.974338e-02,1.335873e+00,1.404175e+00,1.404175e-02,7.936037e-01,8.203197e-01,8.203197e-03
9.188012e-02,1.212777e+00,1.260861e+00,1.260861e-02,7.144470e-01,7.232766e-01,7.232766e-03
9.401687e-02,1.117052e+00,1.183504e+00,1.183504e-02,6.614748e-01,6.946553e-01,6.946553e-03
9.615362e-02,1.034864e+00,1.085916e+00,1.085916e-02,6.142258e-01,6.300746e-01,6.300746e-03
9.829037e-02,9.350695e-01,9.766110e-01,9.766110e-03,5.441759e-01,5.553167e-01,5.553167e-03
1.004271e-01,8.591135e-01,8.923149e-01,8.923149e-03,5.037979e-01,5.156533e-01,5.156533e-03
1.025639e-01,7.954312e-01,8.048501e-01,8.048501e-03,4.644033e-01,4.665043e-01,4.665043e-03
1.047006e-01,7.340201e-01,7.668675e-01,7.668675e-03,4.274544e-01,4.386751e-01,4.386751e-03
1.068374e-01,6.788244e-01,7.024303e-01,7.024303e-03,3.941509e-01,4.071189e-01,4.071189e-03
1.089741e-01,6.190984e-01,6.484425e-01,6.484425e-03,3.597927e-01,3.679292e-01,3.679292e-03
1.111108e-01,5.694217e-01,5.889853e-01,5.889853e-03,3.248160e-01,3.300462e-01,3.300462e-03
