ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,1.724781e+05,7.312521e+04
HI 1215Å,117437,1.174370e+02,6.848480e-01,3.391930e+03,1.738180e+00
