ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,6.377623e+04,1.583924e+04
HI 1215Å,43755,4.375500e+01,1.143838e-01,7.663573e+03,1.221701e+00
