ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,9.079587e+04,3.310024e+04
HI 1215Å,68125,6.812500e+01,1.991399e-01,3.217670e+03,1.382277e+00
