# n_pixels = 247270000
# n_pixels_in_grid = 246439052
# n_bins = 60
# grid = fixed, log10(tau) in [-3, 2]
# frac_tau_zero = 0.000000e+00
# frac_tau_underflow = 5.799329e-06
# frac_tau_overflow = 3.354689e-03
# density: normalised over the in-grid pixels only
# density_err: Poisson, sqrt(count) / (n_pixels_in_grid * bin_width)
#
log_tau_bin_center,log_tau_bin_low,log_tau_bin_high,density,density_err,count
-2.958333e+00,-3.000000e+00,-2.916667e+00,3.656888e-05,1.334417e-06,751
-2.875000e+00,-2.916667e+00,-2.833333e+00,5.560807e-05,1.645526e-06,1142
-2.791667e+00,-2.833333e+00,-2.750000e+00,9.802018e-05,2.184709e-06,2013
-2.708333e+00,-2.750000e+00,-2.666667e+00,1.697945e-04,2.875396e-06,3487
-2.625000e+00,-2.666667e+00,-2.583333e+00,3.655427e-04,4.218955e-06,7507
-2.541667e+00,-2.583333e+00,-2.500000e+00,7.095629e-04,5.878023e-06,14572
-2.458333e+00,-2.500000e+00,-2.416667e+00,1.566765e-03,8.734494e-06,32176
-2.375000e+00,-2.416667e+00,-2.333333e+00,3.574304e-03,1.319264e-05,73404
-2.291667e+00,-2.333333e+00,-2.250000e+00,7.800273e-03,1.948905e-05,160191
-2.208333e+00,-2.250000e+00,-2.166667e+00,1.652363e-02,2.836538e-05,339339
-2.125000e+00,-2.166667e+00,-2.083333e+00,3.398286e-02,4.067858e-05,697892
-2.041667e+00,-2.083333e+00,-2.000000e+00,6.487139e-02,5.620338e-05,1332237
-1.958333e+00,-2.000000e+00,-1.916667e+00,1.115618e-01,7.370442e-05,2291098
-1.875000e+00,-1.916667e+00,-1.833333e+00,1.796275e-01,9.352383e-05,3688936
-1.791667e+00,-1.833333e+00,-1.750000e+00,2.634814e-01,1.132689e-04,5411009
-1.708333e+00,-1.750000e+00,-1.666667e+00,3.560853e-01,1.316779e-04,7312776
-1.625000e+00,-1.666667e+00,-1.583333e+00,4.505005e-01,1.481097e-04,9251742
-1.541667e+00,-1.583333e+00,-1.500000e+00,5.397850e-01,1.621236e-04,11085343
-1.458333e+00,-1.500000e+00,-1.416667e+00,6.106631e-01,1.724395e-04,12540936
-1.375000e+00,-1.416667e+00,-1.333333e+00,6.539537e-01,1.784470e-04,13429978
-1.291667e+00,-1.333333e+00,-1.250000e+00,6.788050e-01,1.818061e-04,13940339
-1.208333e+00,-1.250000e+00,-1.166667e+00,6.797026e-01,1.819262e-04,13958773
-1.125000e+00,-1.166667e+00,-1.083333e+00,6.658942e-01,1.800688e-04,13675194
-1.041667e+00,-1.083333e+00,-1.000000e+00,6.383851e-01,1.763101e-04,13110251
-9.583333e-01,-1.000000e+00,-9.166667e-01,6.033672e-01,1.714063e-04,12391103
-8.750000e-01,-9.166667e-01,-8.333333e-01,5.581343e-01,1.648562e-04,11462174
-7.916667e-01,-8.333333e-01,-7.500000e-01,5.080702e-01,1.572888e-04,10434029
-7.083333e-01,-7.500000e-01,-6.666667e-01,4.602230e-01,1.496994e-04,9451410
-6.250000e-01,-6.666667e-01,-5.833333e-01,4.162123e-01,1.423618e-04,8547581
-5.416667e-01,-5.833333e-01,-5.000000e-01,3.780251e-01,1.356739e-04,7763345
-4.583333e-01,-5.000000e-01,-4.166667e-01,3.411259e-01,1.288823e-04,7005562
-3.750000e-01,-4.166667e-01,-3.333333e-01,3.085437e-01,1.225728e-04,6336435
-2.916667e-01,-3.333333e-01,-2.500000e-01,2.783073e-01,1.164121e-04,5715483
-2.083333e-01,-2.500000e-01,-1.666667e-01,2.539841e-01,1.112088e-04,5215967
-1.250000e-01,-1.666667e-01,-8.333333e-02,2.352214e-01,1.070223e-04,4830644
-4.166667e-02,-8.333333e-02,0.000000e+00,2.166662e-01,1.027144e-04,4449585
4.166667e-02,0.000000e+00,8.333333e-02,1.988095e-01,9.839078e-05,4082868
1.250000e-01,8.333333e-02,1.666667e-01,1.811341e-01,9.391523e-05,3719877
2.083333e-01,1.666667e-01,2.500000e-01,1.634561e-01,8.921471e-05,3356831
2.916667e-01,2.500000e-01,3.333333e-01,1.470769e-01,8.462684e-05,3020458
3.750000e-01,3.333333e-01,4.166667e-01,1.304858e-01,7.971087e-05,2679734
4.583333e-01,4.166667e-01,5.000000e-01,1.136132e-01,7.437898e-05,2333227
5.416667e-01,5.000000e-01,5.833333e-01,9.756553e-02,6.892616e-05,2003663
6.250000e-01,5.833333e-01,6.666667e-01,8.221663e-02,6.327260e-05,1688449
7.083333e-01,6.666667e-01,7.500000e-01,6.868644e-02,5.783242e-05,1410585
7.916667e-01,7.500000e-01,8.333333e-01,5.679838e-02,5.259008e-05,1166445
8.750000e-01,8.333333e-01,9.166667e-01,4.638551e-02,4.752553e-05,952600
9.583333e-01,9.166667e-01,1.000000e+00,3.831761e-02,4.319516e-05,786913
1.041667e+00,1.000000e+00,1.083333e+00,3.162103e-02,3.923953e-05,649388
1.125000e+00,1.083333e+00,1.166667e+00,2.558492e-02,3.529620e-05,525427
1.208333e+00,1.166667e+00,1.250000e+00,2.088039e-02,3.188638e-05,428812
1.291667e+00,1.250000e+00,1.333333e+00,1.695428e-02,2.873264e-05,348183
1.375000e+00,1.333333e+00,1.416667e+00,1.360562e-02,2.573920e-05,279413
1.458333e+00,1.416667e+00,1.500000e+00,1.124612e-02,2.340115e-05,230957
1.541667e+00,1.500000e+00,1.583333e+00,9.636947e-03,2.166235e-05,197910
1.625000e+00,1.583333e+00,1.666667e+00,7.874775e-03,1.958190e-05,161721
1.708333e+00,1.666667e+00,1.750000e+00,6.717377e-03,1.808572e-05,137952
1.791667e+00,1.750000e+00,1.833333e+00,5.741022e-03,1.671978e-05,117901
1.875000e+00,1.833333e+00,1.916667e+00,5.071388e-03,1.571445e-05,104149
1.958333e+00,1.916667e+00,2.000000e+00,4.440124e-03,1.470393e-05,91185
